"EXPEDIENTE"	"RUC"	"DENOMINACION"	"CIIU4"	"TIPO_COMPANIA"	"PATRIMONIO"	"FECHA_PATRIMONIO"	"COTIZA_EN_BOLSA"	"ESPUBLICA"	"CUMPLIMIENTO"	"HABILITADA"	"IMPEDIMENTO"
"24382"	"0790053338001"	"COMPANIA RADIOFONICA ORENSE C.R.O. C LTDA"	"J6010.02"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24396"	"0990389519001"	"GRAFICOS Y DISENOS ALFRAMOGO C LTDA"	"C1811.04"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24398"	"0990392145001"	"TRAPECIO COMPANIA DE CONSTRUCCIONES (TRAPCON) C LTDA"	"G4663.13"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24408"	"0990392412001"	"INCONOR SOCIEDAD ANONIMA CIVIL"	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24419"	"0990393877001"	"DAVAL C LTDA"	"L6810.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24440"	"0990529140001"	"CONSAVE C.A"	"A0321.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24448"	"0990396191001"	"PREINSA C. LTDA."	"P8530.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24449"	"0990392390001"	"INMOBILIARIA ROSA DELIA C LTDA"	"L6810.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24460"	"0990359148001"	"INMORIEC AGRICOLA ORIENTE S.A."	"A0150.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24470"	"0990412774001"	"INMOBILIARIA ZENUQ C.A."	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24474"	"0990473633001"	"AVIMAQ C LTDA"	"A0161.02"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24475"	"0990399646001"	"INDUSTRIAL E INMOBILIARIA GEOFA S.A."	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24513"	"1792243815001"	"PROACTINFO SOLUCIONES Y SERVICIOS CIA. LTDA."	"M7490.29"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24516"	"0990414351001"	"TELECONSTRUCTORA S.A."	"S9512.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24518"	"0990417369001"	"PROSERVI PROYECTOS Y SERVICIOS DE SEGURIDAD PRIVADA CIA. LTDA."	"N8010.03"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24539"	"0990528160001"	"INMOBILIARIA PRAGA IMPRAGA S.A."	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24557"	"0990436975001"	"IMPORTADORA COMERCIAL LA MANO (INCOMANO) S.A."	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24558"	"0990440786001"	"INMOBILIARIA VARGAS VARGAS C LTDA"	"L6810.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24562"	"0990442630001"	"AM.VER C LTDA"	"G4661.03"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24569"	"1792245117001"	"CONSULTORA ALVAREZ HURTADO CIA. LTDA."	"M7020.03"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24573"	"0790053982001"	"INVERTRAMAR INVERSIONES Y TRANSACCIONES DEL MAR C LTDA"	"A0321.02"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24580"	"0990461449001"	"CONSULTORA INDETEC INGENIERIA Y DESARROLLO TECNICO C LTDA"	"M7110.21"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24581"	"0790053885001"	"ECUASUR C LTDA"	"H4923.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24583"	"0990480923001"	"CASA BRAVO BRACA C LTDA"	"M7320.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24590"	"0990470146001"	"FERRIVAL C LTDA"	"L6810.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24607"	"0990478406001"	"IEPASAL INDUSTRIA ECUATORIANA DE PRODUCTOS AFINES C LTDA"	"C2100.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24612"	"0990476403001"	"INDUSTRIAS COSENCO S.A."	"G4659.99"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24624"	"0990474478001"	"TECNIAUTO C LTDA"	"G4530.00"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24656"	"0990319014001"	"COMERCIAL AGRO-FARM C LTDA"	"G4669.12"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24665"	"0990487049001"	"RADIO CENTRO REDECA C LTDA"	"J6010.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24668"	"0990486859001"	"CAMARONERA DELI S A"	"A0321.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24698"	"0990488649001"	"BARSA S.A."	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24701"	"0990104425001"	"INMOBILIARIA SALDANA PAZMINO C LTDA"	"L6810.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24704"	"0990474621001"	"ALMACEN ALLAUCA C LTDA"	"G4663.13"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24706"	"0990481490001"	"MAFRICO S.A."	"H5210.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24722"	"0990498466001"	"PREDIAL Y ADMINISTRADORA LERTZER C LTDA"	"L6810.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24724"	"0990486190001"	"INMOBILIARIA JOSE JAVIER S.A."	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24727"	"0990499667001"	"COMPLEJO DEPORTIVO ALBOTENIS S.A"	"R9329.04"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24731"	"0990498032001"	"CONSTRUCTORA ARAUZ ASPIAZU C LTDA"	"L6810.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24747"	"0990500967001"	"DISTRIBUIDORA DE MATERIALES DE CONSTRUCCION SAN EDUARDO C LTDA"	"G4663.13"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24753"	"0990500584001"	"PEAL S.A"	"K6420.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24759"	"1290036999001"	"EXPORTADORA E IMPORTADORA COMERCIAL ORELLANA EXIMORE C LTDA"	"G4630.14"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24780"	"0990501211001"	"COELCA ECUATORIANA S.A."	"C2220.91"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24793"	"0990498830001"	"SERVICIOS, PROYECTOS E INSTALACIONES ELECTRONICAS (SPIN) S.A."	"J6010.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24798"	"0990502455001"	"VALERO Y OCHOA C.A."	"H5229.03"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24800"	"0990502242001"	"DISTRIBUIDORA CENTRAL CINCO CERO C LTDA"	"G4649.95"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24805"	"0990497214001"	"CAMARONERA LEBAMA SA"	"A0321.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24824"	"0990488320001"	"COMERCIAL EL SCHEPTINE C LTDA"	"K6420.00"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24842"	"0990503869001"	"CENTRO DE RECREACION, TURISMO, EDUCACION Y DEPORTES DELGADO S.A. EDDEPDEL"	"R9311.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24849"	"0990504377001"	"IELCO INSTALACIONES ELECTRICAS Y CONSTRUCCIONES C LTDA"	"F4220.20"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24876"	"0990248281001"	"TRANSACCIONES MERCANTILES C LTDA TRANMER"	"M7010.00"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24877"	"0990365180001"	"J.M. PALAU AGENCIA DE VAPORES C LTDA"	"H5229.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24895"	"0990502498001"	"CASA CASJAN C LTDA"	"G4742.00"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24909"	"0990510237001"	"CONSULTORES ADMINISTRATIVOS CONSULTAD C LTDA"	"M6920.09"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24913"	"0990511810001"	"AEROMUNDO AGENCIA DE VIAJES Y TURISMO C LTDA"	"N7911.00"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24942"	"0790046994001"	"CAMARONERA AGUAS DEL PACIFICO SA"	"A0321.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24954"	"0990532303001"	"CULTIVADORA DE ESPECIES DEL MAR CULDEMAR C LTDA"	"A0321.02"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24956"	"0990532281001"	"SERVIAIRE S.A."	"C3312.92"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24979"	"0990534888001"	"INMOBILIARIA VILLAMAR MONROY I.V.M. C LTDA"	"L6810.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24990"	"0990535132001"	"CONSULTORA VERA Y ASOCIADOS C LTDA"	"M7110.11"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"24992"	"0790043820001"	"MADERAS E INDUSTRIAS DERIVADAS MADEROSA C LTDA"	"C3100.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25015"	"0990540098001"	"LA PARRILLA DEL �ATO C.A."	"I5610.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25027"	"0990543216001"	"INDUPROTEX CIA.LTDA."	"C2399.04"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25031"	"0990537879001"	"C.P.R. ASOCIADOS C LTDA"	"M7010.00"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25035"	"0990300291001"	"AQUARIUS S.A."	"N7912.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25047"	"0790043286001"	"PESQUERA SANTA ANA C LTDA"	"A0321.02"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25055"	"0990480214001"	"AUTOFRIO COMPANIA LIMITADA"	"G4659.94"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25056"	"0990357617001"	"INMOBILIARIA CUATROB C LTDA"	"L6810.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25060"	"0990546347001"	"INGENIERIA DE SISTEMAS ELECTRICOS Y ELECTRONICOS ISEYE C LTDA"	"M7110.24"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25065"	"0990509956001"	"MARSELLA C.LTDA."	"L6810.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25066"	"0990547084001"	"BRAVO Y ROBALINO ARQUITECTOS DISPLAN C LTDA"	"M7110.11"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25077"	"0990546681001"	"INMOBILIARIA LOPEZ CALDERON C LTDA"	"L6810.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25078"	"0990547505001"	"INMOBILIARIA MARILUPE S.A."	"L6820.03"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25104"	"0990554471001"	"ASOCIACION QUIMICA IMPORTADORA ASOQUIM C LTDA"	"G4669.11"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25106"	"0790018192001"	"TRANSPORTADORA NACIONAL C LTDA TRANA"	"H4923.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25115"	"0990488053001"	"DISTRIBUIDORA FERCHED C LTDA"	"L6810.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25119"	"0990551405001"	"FABRICA DE ENVASES S.A. FADESA"	"C2591.00"	"AN�NIMA"	""	""	"SI"	"NO"	"NO"	"SI"	" "
"25140"	"0990593280001"	"PKF & CO. CIA. LTDA."	"M6920.09"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25141"	"0992658967001"	"FERITTCORP S.A."	"G4711.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25143"	"0990551995001"	"PROMELIT PROCESADORA DE METALES DEL LITORAL C LTDA"	"C2511.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25148"	"0990496218001"	"CAFEICA COMERCIALIZADORA DE CAFE Y CACAO C LTDA"	"G4630.91"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25150"	"0990014493001"	"PLASTIMARSH'L S.A."	"C2013.11"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25160"	"0990552819001"	"INMOBILIARIA BODEGAS Y CONSTRUCCIONES INBOYCO S.A."	"L6820.03"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25169"	"0990518181001"	"PLASTICOS KOCH C LTDA"	"C2220.91"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25172"	"0990555176001"	"ANDALUCIA C LTDA"	"N8292.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25192"	"0990557136001"	"ACCESORIOS Y SISTEMAS AS C. A."	"C2591.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25194"	"0990556822001"	"COMERCIAL IMPORTADORA ROSA COIMPROSA C LTDA"	"G4630.92"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25197"	"0990557411001"	"TRANSPORTE LOGISTICO AL DETALLE TRANSALDETAL S.A."	"G4711.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25202"	"0990551731001"	"PRODUCTORA NACIONAL DE PANIFICACION Y PASTELERIA PRONAPAN C LTDA"	"C1071.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25207"	"0990555117001"	"NORTEX C LTDA"	"L6810.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25208"	"0990556717001"	"PROMAHICO C LTDA"	"G4530.00"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25210"	"0990558965001"	"ECUAD'ARTE S.A."	"G4773.91"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25213"	"0990478325001"	"JOYERIA ARTEX JOYARTEX C LTDA"	"G4773.94"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25214"	"0990559570001"	"RADIO INTEGRIDAD CIA. LTDA."	"J5920.02"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25217"	"0990562628001"	"SOCIEDAD INMOBILIARIA BETTY COMPANIA LIMITADA"	"L6810.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25221"	"0990555494001"	"PREDIAL E INVERSIONES INTVAL C LTDA"	"L6810.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25238"	"0990560757001"	"PREDIAL ERRE C LTDA"	"L6810.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25239"	"0990588635001"	"INMOBILIARIA PIMOR S.A."	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25254"	"0990565872001"	"AUDIOPRO AUDIO PROFESIONAL COMPANIA LIMITADA"	"G4742.00"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25260"	"0990563055001"	"EUROCOM EUROCOMERCIAL S.A."	"G4653.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25292"	"0990026815001"	"RADIO LA PRENSA T.V. S.A."	"J5920.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25296"	"0790060016001"	"SERVICIOS DE EDUCACION SEDUC C LTDA"	"P8510.21"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25297"	"0990568219001"	"ACUATECNOS C LTDA"	"M7120.93"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25312"	"0990572836001"	"UNION EXPRESO UNEXPRO C LTDA"	"H4923.04"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25322"	"0990570981001"	"MANTENGO S.A."	"N8110.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25330"	"0990565759001"	"INMOBILIARIA GAVIPPA S.A."	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25332"	"0990574855001"	"ORGANIZACION DE MANDATO VITERI ''ORMAVI'' S.A."	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25337"	"0990575088001"	"COMPA�IA INMOBILIARIA DOLORES COMINDO C. LTDA."	"L6810.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25338"	"0990575908001"	"COMERCIALIZADORA DE PRODUCTOS COPROMAR C LTDA"	"C1812.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25340"	"0990576092001"	"ASESORES FINANCIEROS CONTABLES ASEFIN S.A."	"M6920.03"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25349"	"0990574103001"	"INMOBILIARIA CASTILLO INCAS C LTDA"	"L6810.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25352"	"0990576831001"	"CONTIVIAJES C LTDA"	"N7911.00"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25356"	"0990475113001"	"RESTAURANTES EL CARACOL AZUL (RESCAZUL) C LTDA"	"I5610.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25375"	"0990579385001"	"INDUSTRIA MANUFACTURERA DE PRODUCTOS DE OFICINA IMPO CIA. LTDA."	"C1709.24"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25378"	"0990582084001"	"CENTRO ECUATORIANO DE PRODUCCION CULTURAL CENECU C LTDA"	"P8521.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25386"	"0990581312001"	"CONSTRUCTORA ERE C LTDA"	"F4100.10"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25387"	"0990580529001"	"ANALITICA S.A."	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25395"	"0990585679001"	"PESQUERA MAGISTRAL S.A."	"A0321.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25398"	"0990579075001"	"NANET S.A."	"G4719.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25403"	"0990584508001"	"TOTAL DIGITAL S.A. TODIGISA"	"C3314.09"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25404"	"0990584028001"	"SOCIEDAD PREDIAL Y MERCANTIL MILATEX S.A."	"G4649.99"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25409"	"0990582130001"	"INMOBILIARIA KARMA C LTDA"	"L6820.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25414"	"0990585725001"	"INMOBILIARIA PRINCESA DEL MAR INPRISMAR S.A."	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25423"	"0990582505001"	"CELECTRO S.A."	"G4651.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25432"	"0990590117001"	"CRIADEROS SIG-SIG S.A."	"A0321.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25440"	"0990555761001"	"PESDEL S.A."	"A0311.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25448"	"1792244404001"	"INDUSTRIAS TEXTILES COTTON FASHIONS S.A."	"G4751.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25455"	"0990588791001"	"INMOBILIARIA MAPOS C LTDA"	"L6810.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25456"	"0990474265001"	"INMOBILIARIA SANVIC S.A."	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25473"	"0790060547001"	"PRODUCTORES BANANEROS Y EXPORTADORES PROBANAEXPOR C LTDA"	"G4630.11"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25480"	"0990592756001"	"CAMARONERA GARPIN CIA. LTDA."	"G4630.33"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25487"	"0990595224001"	"INMOBILIARIA GUNSA C LTDA"	"K6420.00"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25489"	"0990594945001"	"INMOBILIARIA CHOLBITA C LTDA"	"L6810.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25493"	"0990584737001"	"LOJOA S.A."	"M7020.04"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25495"	"0990550522001"	"INMOBILIARIA NEVARO COMPANIA LIMITADA"	"L6810.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25500"	"0990590435001"	"INDUSTRIA CAMARONERA ASOCIADA I.C.A. C LTDA"	"A0311.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25504"	"0990712565001"	"INMOBILIARIA MENENDEZ REYNA MENREY C LTDA"	"L6810.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25512"	"0990588899001"	"ORGANIZACION DE VIGILANCIA Y SEGURIDAD EMPRESARIAL ORVIS C LTDA"	"N8010.03"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25525"	"0990688710001"	"AGRICOLA SABANILLA COMPANIA LIMITADA"	"A0161.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25527"	"0991078681001"	"INMOBILIARIA RUDECINDA C LTDA"	"L6810.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25540"	"0990594082001"	"INVERSIONES B.G. SOCIEDAD ANONIMA"	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25541"	"0990600929001"	"SU FARMACIA SUFARM C LTDA"	"G4772.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25544"	"0990596697001"	"AUTO REPUESTOS GUZMAN S.A."	"G4520.03"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25547"	"0990567476001"	"CAMEPLAS CONVERTIDORA DE CAUCHO METAL Y PLASTICO C LTDA"	"C2512.01"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25558"	"0990597057001"	"SISTEMAS Y TECNICAS INDUSTRIALES SITEIN C LTDA"	"G4659.93"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25561"	"0990596948001"	"ELECTRONICA DIGITAL ELECTRAL C LTDA"	"G4741.11"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25562"	"0990586675001"	"INTEQUIN S A"	"G4663.23"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25566"	"0790061071001"	"PANAMERICANA DE MARISCOS PANMAR C LTDA"	"A0321.02"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25571"	"0990598894001"	"REPEC REPRESENTACIONES ECUADOR S.A."	"G4669.11"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25573"	"0990594511001"	"INMOBILIARIA ROALVA S.A."	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25574"	"0990545030001"	"IMPORTADORA BOHORQUEZ C LTDA"	"G4649.24"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"25575"	"0790061578001"	"ORO DEL MAR OMAR C LTDA"	"A0321.02"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
